==================== Iniciando a resolução do modelo exato
Set parameter TimeLimit to value 12000
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: AMD Ryzen 9 9950X3D 16-Core Processor, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 16 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  12000

Optimize a model with 43780 rows, 22864 columns and 230112 nonzeros (Min)
Model fingerprint: 0x5a1e3e00
Model has 21200 linear objective coefficients
Variable types: 832 continuous, 22032 integer (22032 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+05]
  Objective range  [4e+00, 8e+01]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+05]

Presolve removed 1418 rows and 848 columns (presolve time = 5s)...
Presolve removed 1836 rows and 3222 columns
Presolve time: 7.30s
Presolved: 41944 rows, 19642 columns, 155476 nonzeros
Variable types: 808 continuous, 18834 integer (18834 binary)

Deterministic concurrent LP optimizer: primal and dual simplex (primal and dual model)
Showing primal log only...

Root relaxation presolved: 41647 rows, 19939 columns, 155179 nonzeros


Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    2.6208000e+03   1.091011e+04   2.959342e+09     13s
    2705    1.5301122e+03   1.047305e+01   1.525370e+08     15s
Concurrent spin time: 3.01s (can be avoided by choosing Method=3)

Solved with dual simplex

Root relaxation: objective 4.060000e+02, 1068 iterations, 5.21 seconds (0.21 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0  406.00000    0  176          -  406.00000      -     -   16s
     0     0  406.00000    0  185          -  406.00000      -     -   16s
     0     0  419.47300    0  200          -  419.47300      -     -   31s
     0     0  506.70000    0  200          -  506.70000      -     -  117s
     0     0  506.70000    0  200          -  506.70000      -     -  132s
     0     0  506.70000    0  200          -  506.70000      -     -  140s
     0     0  506.70000    0  200          -  506.70000      -     -  148s
     0     0  506.70000    0  200          -  506.70000      -     -  152s
     0     0  506.70000    0  200          -  506.70000      -     -  156s
     0     0  506.70000    0  200          -  506.70000      -     -  162s
     0     0  506.70000    0  200          -  506.70000      -     -  168s
     0     0  514.69975    0  206          -  514.69975      -     -  177s
     0     0  526.40000    0  211          -  526.40000      -     -  186s
     0     0  526.40000    0  192          -  526.40000      -     -  195s
     0     0  526.40000    0  198          -  526.40000      -     -  221s
     0     0  526.40000    0  211          -  526.40000      -     -  226s
     0     0  526.40000    0  208          -  526.40000      -     -  235s
     0     0  526.40000    0  215          -  526.40000      -     -  239s
     0     0  526.40000    0  190          -  526.40000      -     -  246s
     0     0  526.40000    0  197          -  526.40000      -     -  249s
     0     0  526.46762    0  276          -  526.46762      -     -  255s
     0     0  526.46763    0  221          -  526.46763      -     -  262s
     0     0  526.97500    0  225          -  526.97500      -     -  273s
     0     0  526.97500    0  225          -  526.97500      -     -  274s
     0     0  527.55000    0  216          -  527.55000      -     -  278s
     0     0  527.55000    0  212          -  527.55000      -     -  281s
     0     0  527.55000    0  214          -  527.55000      -     -  285s
     0     0  527.55000    0  214          -  527.55000      -     -  290s
     0     0  527.55000    0  212          -  527.55000      -     -  292s
     0     0  527.55000    0  195          -  527.55000      -     -  298s
     0     0  527.55000    0  194          -  527.55000      -     -  301s
     0     0  527.55000    0  203          -  527.55000      -     -  304s
     0     0  527.55000    0  183          -  527.55000      -     -  308s
     0     0  527.55000    0  204          -  527.55000      -     -  311s
     0     0  527.55000    0  205          -  527.55000      -     -  314s
     0     0  527.55000    0  186          -  527.55000      -     -  319s
     0     0  527.55000    0  186          -  527.55000      -     -  322s
     0     0  527.55000    0  185          -  527.55000      -     -  325s
     0     2  527.60000    0  185          -  527.60000      -     -  340s
     7    16  527.60000    3  221          -  527.60000      -   156  345s
    31    46  527.60000    5  207          -  527.60000      -   169  350s
    72    87  528.10058    8  232          -  527.60000      -   151  361s
   119   142  528.15188   10  221          -  527.60000      -   147  366s
   171   198  540.99064   13  203          -  527.60000      -   159  372s
   236   260  529.43630   15  201          -  527.60000      -   151  377s
   293   304  533.34844   17  220          -  527.60000      -   156  389s
   309   324  534.33761   18  205          -  527.60000      -   155  402s
   329   340  533.41328   18  208          -  527.60000      -   156  417s
   345   359  533.43016   19  221          -  527.60000      -   153  439s
   364   378  533.58645   20  191          -  527.60000      -   155  452s
   383   396  534.51710   21  197          -  527.60000      -   155  467s
   401   411  539.47018   21  191          -  527.60000      -   156  485s
   418   427  534.60366   22  195          -  527.60000      -   159  501s
   434   443  534.76566   23  206          -  527.60000      -   159  517s
   450   458  534.76566   24  195          -  527.60000      -   160  536s
   467   473  538.36015   25  165          -  527.60000      -   162  554s
   484   509  535.31487   25  195          -  527.60000      -   160  559s
   522   565  536.43608   30  197          -  527.60000      -   158  566s
   578   628  540.65893   37  250          -  527.60000      -   154  574s
   643   664  537.54099   43  191          -  527.60000      -   150  586s
   684   687  538.26058   44  189          -  527.60000      -   147  593s
   707   724  540.91754   44  186          -  527.60000      -   148  600s
   744   754  538.28231   45  188          -  527.60000      -   146  608s
   778   794  544.18561   46  187          -  527.60000      -   147  616s
   818   826  538.96754   46  183          -  527.60000      -   145  622s
   850   856  538.96754   47  183          -  527.60000      -   146  637s
   884   893  539.06508   48  179          -  527.60000      -   146  653s
   923   943  539.24918   49  164          -  527.60000      -   146  660s
   974  1016  539.44955   50  163          -  527.60000      -   144  668s
  1047  1101  548.34001   51  168          -  527.60000      -   142  679s
  1134  1200  542.26104   51  166          -  527.60000      -   138  687s
  1233  1307  542.31651   52  157          -  527.60000      -   134  728s
  1344  1412  542.70156   53  161          -  527.60000      -   130  740s
  1463  1533  542.92038   54  160          -  527.60000      -   126  749s
  1588  1664  542.94722   55  159          -  527.60000      -   123  765s
  1729  1816  543.35004   56  165          -  527.60000      -   119  779s
  1893  1969  543.58130   57  180          -  527.60000      -   118  798s
  2066  2169  543.67121   58  179          -  527.60000      -   117  810s
  2276  2389  545.96997   59  154          -  527.60000      -   115  819s
  2518  2575  544.87279   59  170          -  527.60000      -   114  829s
  2748  2865  552.40424   64  174          -  527.60000      -   114  839s
  3074  3113  587.97704   96  162          -  527.60000      -   112  848s
  3366  3328  596.17657  105  161          -  527.60000      -   111  858s
  3635  3605  619.95904  124  146          -  527.60000      -   111  868s
  3938  3663  618.77886  140  178          -  527.60000      -   111  879s
  4002  3849  621.48540  143  198          -  527.60000      -   111  889s
  4204  4125  628.80394  152  158          -  527.60000      -   110  903s
  4594  4402  704.46930  172  160          -  527.60000      -   109  922s
  4986  4639  755.84856  189  167          -  527.60000      -   108  942s
  5280  4935  869.75496  201   83          -  527.60000      -   108  960s
  5626  5206  542.75250   13  259          -  527.60000      -   108  975s
  5972  5428  555.04400   19  195          -  527.60000      -   108  995s
  6221  5767  548.97532   18  334          -  527.60000      -   109 1012s
  6639  5768  698.34819  163  200          -  527.60000      -   108 1154s
  6640  5769  545.82001   37  200          -  527.60000      -   108 1161s
  6641  5769  743.01957  148  200          -  527.60000      -   108 1221s
  6642  5770  611.71675  123  200          -  527.60000      -   108 1236s
  6643  5771  623.41173   91  200          -  527.60000      -   108 1251s
  6644  5771  590.85374   72  200          -  527.60000      -   108 1282s
  6645  5772  577.88317   91  267          -  527.60000      -   108 1318s
  6646  5773  631.78311   80  217          -  527.60000      -   108 1338s
  6647  5773  728.94507  135  230          -  527.60000      -   108 1360s
  6648  5774  540.69840   24  236          -  528.15000      -   108 1384s
  6649  5775  598.88753   68  271          -  528.31174      -   108 1418s
  6650  5775  791.56381  240  245          -  531.15832      -   108 1452s
  6651  5776  541.98081   29  209          -  531.18750      -   108 1465s
  6652  5777  583.77671   76  231          -  532.01500      -   108 1510s
  6653  5777  610.55746  118  336          -  533.30400      -   108 1532s
  6654  5778  596.98244   76  326          -  537.32496      -   108 1555s
  6655  5779  572.40761   63  376          -  540.04460      -   108 1575s
  6656  5779  545.30331   21  312          -  545.30331      -   108 1594s
  6657  5780  696.32728  118  328          -  551.05358      -   108 1620s
  6658  5781  552.37500   39  246          -  552.37500      -   108 1645s
  6659  5781  734.37156  132  347          -  552.59068      -   108 1663s
  6660  5782  648.72717  129  339          -  554.85000      -   108 1705s
  6661  5783  559.59402   50  437          -  554.87929      -   108 1724s
  6662  5783  650.35335  132  293          -  555.02231      -   108 1751s
  6663  5784  555.02231   32  417          -  555.02231      -   108 1769s
  6664  5785  555.68199   19  471          -  555.68199      -   108 1782s
  6665  5785  669.77774  111  262          -  555.68199      -   108 1798s
  6666  5786  637.99224  103  293          -  557.90000      -   108 1874s
  6667  5787  558.20000   16  252          -  558.20000      -   108 1893s
  6668  5787  606.87610  119  279          -  558.20000      -   108 1906s
  6669  5788  585.49233  102  270          -  558.20000      -   108 1921s
  6670  5789  736.15731  135  323          -  558.43927      -   108 1938s
  6671  5789  558.43927   10  341          -  558.43927      -   108 1954s
  6672  5790  716.89476  122  323          -  558.43927      -   108 1962s
  6673  5791  639.50506  211  444          -  558.52217      -   108 1985s
  6674  5791  558.80015   13  300          -  558.80015      -   108 2037s
  6675  5792  601.60459   61  347          -  558.85890      -   108 2053s
  6676  5793  597.14593   57  387          -  559.84000      -   108 2064s
  6677  5793  590.74055   86  383          -  559.84000      -   108 2081s
  6678  5794  559.84000   26  412          -  559.84000      -   108 2102s
  6679  5795  606.23110   68  412          -  559.84000      -   108 2116s
  6680  5795  642.87937  136  417          -  559.95000      -   108 2129s
  6681  5796  834.88562  210  400          -  559.95000      -   108 2143s
  6682  5797  791.86587  150  327          -  560.25000      -   108 2161s
  6683  5797  560.30250   20  333          -  560.25000      -   108 2173s
  6684  5798  610.61228  125  397          -  560.38750      -   108 2187s
  6685  5799  622.43524  127  446          -  560.38750      -   108 2202s
  6686  5799  560.38750   18  460          -  560.38750      -   108 2222s
  6687  5800  560.38750    8  460          -  560.38750      -   108 2237s
  6688  5801  608.67515  103  262          -  560.38750      -   108 2274s
